"Nama Kost","Jenis Kost","Fasilitas Kamar","Fasilitas Umum","Harga","rating Krebersihan","rating Kenyamanan","rating Keamanan","rating Harga","rating Fasilitas kamar","rating Fasislitas Umum","Total Rating","Jarak Ke kampus"
"Kost Keluarga Cemara Sukajadi Bandung 247WV","Campur","Kasur, Meja","Listrik, KM. Luar, Ember Mandi, Wifi, Penjaga Kos, R. Jemur, Dapur, Parkir Motor","Rp. 700.000/bulan","4.7","4.7","4.7","4.3","5.0","5.0","4.8","2.1 km Ke UNPAD"
"Kost Tawekal 3 Sukajadi Bandung 723918TS","Putri","Kasur, Meja, Lemari Baju, Kursi","KM. Luar, Ember Mandi, Shower, Wifi, R.Jemur, Dapur, Parkir Motor","Rp. 800.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,9 km Ke UNPAD"
"Kost Wisma Arafah Dipati Ukur Coblong Bandung 138247WA","Putra","Kasur, Meja, Lemari Baju","Listrik, KM. Luar, Ember Mandi, Wastafel, Wifi, Penjaga Kos, Balcon, Jemuran","Rp. 750.000/bulan","4.0","4.0","5.0","5.0","4.0","3.0","4.1","672 m Ke UNPAD"
"Kost Bapak Mintoro Bandung Wetan 631589BM","Putra","Kasur, Meja, Lemari Baju, Ventilasi, Bantal, KM. Dalam, Shower","Listrik, Wifi, R. Jemuran, Balcon, Jemuran, Pengurus Kos","Rp. 1.000.000/bulan","5.0","5.0","5.0","5.0","4.4","4.4","4.8","601 m Ke ITB"
"Kost Cemara Sejuk Tipe Executive Coblong Bandung KXD06F22","Putra","Kasur, Lemari Baju, Ventilasi, Bantal, Guling","Listrik, KM. Luar, Shower, Wifi, Mushola, R.Jemur, R. Santai, Dispenser","Rp. 900.000/bulan","5.0","5.0","5.0","5.0","5.0","4.0","4.9","1.1 km Ke ITB"
"Kost Ibu Tandjung Tipe Regular B Coblong Bandung 19UN0LB8","Putri","Kasur, Meja, Lemari Baju, Kursi","Listrik, KM. Luar, Ember Mandi, Wifi, Kulkas, Laundry, Mesin Cuci, Penjaga Kos, Parkir Motor","Rp. 1.100.000/bulan","4.0","4.0","5.0","3.0","4.0","3.0","3.9","437 m Ke ITB"
"Kost River Side Tipe A Coblong Bandung 136RS","Putra","Kasur, Meja, Lemari Baju, Ventilasi, Kursi","Listrik, KM. Luar, Shower, Wifi, R. Cuci, Kulkas, R. Tamu, Penjaga Kos, Parkir Motor","Rp. 830.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1.3 km Ke ITB"
"Kost Tirda Tipe A Coblong Bandung 586312TC","Putri","Kasur, Meja, Lemari Baju, Ventilasi, Bantal","Listrik, KM. Luar, Shower, Wifi, Kulkas, R. Cuci, Luandry, Penjaga Kos, Parkir Motor","Rp. 720.000/bulan","4.5","4.5","4.6","4.6","4.5","4.5","4.5","381 m Ke UNPAD"
"Kost Griya Manggar 1 Lowokwaru Malang DQD56J69","Putra","Kasur, Meja, Lemari, Ventilasi, Bantal","KM Luar, Wifi, Ruang Cuci, Ruang Jemur, Dapur, CCTV, Listrik, Parkir Motor","Rp. 400.000/bulan","1.0","2.0","5.0","1.0","2.0","1.0","2.0","1,7 km dari UM"
"Kost Muslimah Bantaran 49 Lowokwaru Malang 718245MB","Putri","Kasur, Meja, Dispenser, Meja Rias, Lemari","KM Luar, Wifi, Ruang Tamu, Laundry, Ruang Jemur, Musholla, Parkir Motor, Listrik","Rp. 425.000/bulan","2.9","3.3","3.3","3.3","2.9","2.9","3.1","2,3 km dari POLINEMA"
"Kost Dhanny 16 Klojen Malang 946823DK","Putra","Kasur, Meja, Lemari, Kursi","KM Luar, Wifi, Ruang Jemur, Dapur, Listrik, Parkir Motor","Rp. 450.000/bulan","4.0","4.0","3.0","5.0","4.0","3.0","3.9","1,1 km dari UB"
"Kost Griya Manggar Tipe B Lowokwaru Malang 750ZE","Putra","Kasur, Lemari, ventilasi, Kursi, Bantal","KM Luar, Wifi, Ruang Cuci, Ruang Jemur, Mushola, Dapur, Listrik","Rp. 500.000/bulan","1.3","1.6","2.2","2.5","1.3","1.6","1.8","1,7 km dari UB"
"Kost Pak Gozali Tipe B Lowokwaru Malang B4405ZRS","Putra","Kasur, Lemari, ventilasi, Kursi, Bantal","KM Luar, Parkir Motor, Wifi, Listrik","Rp. 500.000/bulan","5.0","3.1","3.8","3.1","4.0","3.8","3.6","1,5 km dari UB"
"Kost Bantaran IIID Lowokwaru Malang 798BI","Putra","Kasur, Lemari, Kipas Angin","KM Luar, Wifi, Rung cuci, Ruang Jemur, Dapur, Listrik","Rp. 500.000/bulan","5.0","5.0","5.0","4.0","5.0","5.0","5.0","2,2 km dari POLINEMA"
"Kost Bantaran Lowokwaru Malang 8J4FD6D8","Putra","Kasur, Meja, Lemari","KM Luar,Wifi, Ruang Jemur, Dapur, Taman, Jemuran, Parkir Motor, Listrik","Rp. 500.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,4 km dari POLINEMA"
"Kost Putri Bunda Mariani Malang 4G5F73PF","Putri","Kasur, Meja, Meja Rias, Lemari","KM Luar, Wifi, Raung Cuci, Ruang Tamu, Ruang Makan, Ruang Jemur, Listriik","Rp. 500.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2.,1 km dari POLINEMA"
"Kost Griya Manggar Tipe C Lowokwaru Malang 541DD","Putra","Kasur, Lemari, Ventilasi, Kursi, Bantal","KM Luar, Wifi, Ruang Cuci, Ruang Jemur, Mushola, Dapur, Parkir Motor, Listrik","Rp. 525.000/bulan","1.9","1.9","2.5","1.9","1.3","1.3","1.8","1,7 km dari UM"
"Kost Senggani 15 Lowokwaru Malang 673914PS","Putri","Kasur, Lemari","KM Luar, Wifi, Ruang Cuci, Kulkas, Ruang Tamu, Ruang Jemur, Listrik, Parkir Motor","Rp. 525.000/bulan","3.0","1.0","5.0","1.0","1.0","1.0","2.0","236 m dari POLINEMA"
"Kost Griyasanta C 245 Tipe A Lowokwaru Malang 795CH","Putri","Kasur, Meja, Lemari, Kursi","KM Luar, Raung Jemur, Ruang Santai, Dapur, Parkir Motor, Listrik, Shower","Rp. 600.000/bulan","5.0","4.0","5.0","5.0","5.0","4.0","4.6","1,1 km dari POLINEMA"
"Kost Singgahsini Griya Amira Tipe A Klebengan Yogyakarta 972185SG","Putri","AC,Kasur, Meja, Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Ruang Jeemur, Parkir mobil, Listrik","Rp. 1.725.000/ bulan","4.7","4.9","4.9","4.5","4.8","4.6","4.8","1,1 dari UNY"
"Kost Singgahsini Rolas Garden Tipe B Condongcatur Yogyakarta 6KY7A42B","Putra","AC,Kasur, Meja, Lemari, Kursi, TV","KM Dalam, shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Ruang Jeemur, Parkir mobil, Listrik, CCTV","Rp. 1.792.000/ bulan","5.0","5.0","4.7","4.7","5.0","4.7","4.9","2,4 km dari UNY"
"Kost Singgahsini Rumah Eyang Tipe A Gejayan Yogyakarta WZU7656Z","Campur","Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Wifi, Cuci, Ruang Tamu, Parkir mobil, Listrik, CCTV","Rp. 1.420.000/bulan","5.0","5.0","5.0","4.5","4.0","4.5","4.9","1,7 km dari UNY"
"Kost Singgahsini Victory Tipe A Seturan Yogyakarta 3WG6W23M","Campur","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Ruang Jeemur, Parkir mobil, Listrik, Ruang Makan","Rp. 1.735.000/bulan","4.5","4.6","4.8","4.4","4.3","4.4","4.5","900 m dari Atma Jaya"
"Kost Singgahsini Rahayu UNY Tipe B Yogyakarta 33U0RM6R","Putri","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Ruang Jemur, Parkir mobil, Listrik, Dapur, Jemuran","Rp. 1.775.000/bulan","5.0","5.0","5.0","5.0","4.8","5.0","5.0","1,7 dari UPN"
"Kost Singgahsini Aline Green Mansion Tipe A Condongcatur Yogyakarta G267VK9R","Putri","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Ruang Jemur, Parkir mobil, Listrik, Ruang Makan, Wastafel","Rp. 1.830.000/bulan","4.9","5.0","4.8","4.8","4.9","4.9","4.9","1,9 km dari UAY"
"Kost Singgahsini Omah Aqila UNY Tipe A Yogyakarta 67W2N9BD","Campur","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Ruang Jemur, Parkir mobil, Listrik, Ruang Makan, Wastafel, Mesin Cuci","Rp. 2.275.000/ bulan","4.9","4.9","5.0","4.8","4.9","4.8","4.9","992 m dari UGM"
"Kost Singgahsini Ananda 2 Tipe A Condongcatur Yogyakarta 7KYM53H4","Campur","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Parkir mobil, Listrik, CCTV","Rp. 1.725.000/ bulan","4.9","4.9","5.0","4.8","4.8","4.8","4.9","1,6 km dari UAY"
"Kost Apik Batas Nusa Tipe A Seturan Yogyakarta NN3905QH","Putra","Kasur, Meja,Lemari, Kursi, Bantal, Ventilasi, Jendela","KM Dalam, Wifi, Raung Tanu, Ruang Jemur, Dapur, Parkir Mobil","Rp. 1.175.000/ bulan","4.7","4.8","5.0","4.4","4.7","4.6","4.6","450 m dari UPN"
"Kost Singgahsini Sakura Karanggayam Sleman Yogyakarta 596781SS","Putri","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Tamu, Penjagga, Parkir mobil, Listrik, Wastafel","Rp. 1.525.000/bulan","4.9","4.9","4.9","4.5","4.9","4.8","4.8","1,6 dari UGM"
"Kost Singgahsini Kurnia Tipe A Gejayan Yogyakarta 659712SK","Putri","Kasur, Meja,Lemari, Kursi","KM Dalam, Wifi, Ruang Tamu, Penjagga, Parkir mobil, Listrik, ruang Santai","Rp. 1.050.000/bulan","5.0","4.8","4.9","4.6","4.8","4.8","4.9","1,4 km dari UMY"
"Kost Singgahsini Victory Tipe C Seturan Yogyakarta 2CH298GA","Campur","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Tamu, Penjagga, Parkir mobil, Listrik, Wastafel, Ruang Makan","Rp. 2.210.000/bulan","4.7","4.7","4.7","4.7","4.7","4.3","4.6","900 m dari Atma Jaya"
"Kost Apik Flamboyan 23A Tipe A Colombo Yogyakarta AQ42X99P","Putra","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Tamu, Penjagga, Parkir mobil, Listrik, Wastafel, Ruang Cuci, Ruang Jemur","Rp.1.497.500/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,5 km dari UAY"
"Kost Singgahsini Pondok Garini Syariah Tipe A Yogyakarta T78AFC72","Campur","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas, Wifi, Ruang Tamu, Parkir mobil, Listrik, Wastafel, Ruang Jemur","Rp. 1.825.000/bulan","4.9","4.7","4.9","4.7","4.9","4.8","4.8","2 km dari UGM"
"Kost Singgahsini Asrama Ibu Suminah Tipe A Pogung Yogyakarta 0AL4Y8E1","Putri","AC,Kasur, Meja,Lemari, Kursi, Bantal","KM Dalam, shower, Wifi, Ruang Tamu, Parkir mobil, Listrik, Dispenser, Ruang tamu, Dapur","Rp. 1.055.000","4.8","4.9","4.6","4.7","4.8","4.8","4.8","!,8 km dari UGM"
"Kost Singgahsini Cozy Sawitsari 6 Tipe A Condongcatur Yogyakarta 6NNGS708","Putra","Kasur, Meja,Lemari, Kursi, Bantal, Cermin Jendela","KM uar, shower, Wifi, Ruang Tamu, Parkir mobil, Listrik, Ruang tamu","Rp. 900.000/bulan","4.9","4.9","5.0","4.4","4.7","4.9","4.8","2 km dari UGM"
"Kost Singgahsini Omah Anggur Tipe D Seturan Yogyakarta P8SM4B04","Putri","AC,Kasur, Meja,Lemari, Kursi, Ventilasi","KM Dalam, Wifi, Dapur, Parkir mobil, Listrik, Shower, Air Panas","Rp. 1.725.000/ bulan","5.0","4.8","4.9","4.4","4.7","4.8","4.8","1,1 km dari Atma Jaya"
"Kost Singgahsini Alpukat Rania Tipe A Condong Catur Yogyakarta T775NZ5X","Putri","AC,Kasur, Meja,Lemari, Kursi, Ventilasi","KM Dalam, Wifi, Ruang cuci, Ruang Tamu, Ruang Jemur, Parkir Mobil, Showe, Air Panas, Kulkas","Rp. 1.300.000/bulan","4.9","5.0","5.0","4.8","5.0","4.9","5.0","720 m dari UAY"
"Kost Singgahsini Milana Tipe D Pringwulung Yogyakarta 128749SG","Putri","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, shower, Air Panas,Wifi, Ruang Cuci, Ruang Tamu, Wastafell, Dapur","Rp. 1.825.000/bulan","4.3","4.3","4.8","4.8","4.8","4.6","4.6","412 m dari Akademi Keperawatan"
"Kost Singgahsini Alpukat Akininda Tipe A Condongcatur Yogyakarta 46R3NWJ9","Putri","AC,Kasur, Meja,Lemari, Kursi, Ventilasi","Wifi, Kulkas, Dapur, CCTV, Parkir Mobil","Rp. 1.525.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,6 km dari UNY"
"Kost Singgahsini Nurdiono House Tipe A Jakal Yogyakarta S7BD1M81","Putra","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalm, Wastafel, Shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Laundry, Raung Jemur, Parkir Motor","Rp. 1.725.000/ bulan","4.9","4.9","4.9","4.8","4.8","4.8","4.7","2,5 km dari UGM"
"Kost Singgahsini Omah Anggur Tipe A Seturan Yogyakarta Y50J5KQ9","Putri","AC,Kasur, Meja,Lemari, Kursi, Ventilasi","Wifi Ruang Tamu, Dapur, Parkir Mobil","Rp. 1.875.000/bulan","4.9","4.9","5.0","4.6","4.8","4.8","4.9","1,1 km dari Atma Jaya"
"Kost Singgahsini Citra Tipe B UPN Yogyakarta 489673SC","Putri","Kasur, Meja,Lemari, Bantal, Guling","KM Dalam, Wastafel, Shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Laundry, Raung Jemur, Parkir Motor, Dapur, Dispenser","Rp. 1.393.000/bulan","4.8","4.7","5.0","4.5","4.6","4.5","4.6","2,2 km dari Catholic Church of The Sacred Family, Banteng"
"Kost Singgahsini Cinta Hut 2 Tipe A Condongcatur Yogyakarta 482356SC","Putri","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Wastafel, Shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Laundry, Raung Jemur, Parkir Motor, Dapur, Dispenser","Rp. 2.075.000/bulan","5.0","4.9","5.0","4.9","4.9","5.0","5.0","1,3 km dari UPN"
"Kost Singgahsini Jasmin Tipe A Seturan Yogyakarta 586412SJ","Putra","AC,Kasur, Meja,Lemari, Kursi","KM Dalam, Shower, Wifi, Ruang Tanu, Penjaga, Ruang Santai, Dapur","Rp. 1.725.000/ bulan","4.7","4.8","4.8","4.5","4.7","4.7","4.8","802 m dari UPN"
"Kost Singgahsini Algohome Tipe A Kledokan Yogyakarta 873914SA","Putri","Kasur, Meja,Lemari, Kursi","KM Luar, Wifi, Ruang Cuci, Ruan Tamu, Penjaga, laundry","Rp. 1.075.00/bulan","4.7","4.8","5.0","4.5","4.8","4.7","4.8","548 m dari Atma Jaya"
"Kost Singgahsini Rahayu Tipe A Condongcatur Yogyakarta 584SB","Putri","Kasur, Meja,Lemari, Kursi, Ventilasi","KM Dalam, Wifi, Ruang Cuci, Ruang Tamu, Penjaga, ruang Jemur, Parkir Motor","Rp. 1.000.000/bulan","4.9","4.9","5.9","4.5","4.8","4.4","4.8","1,1 km dari UNY"
"Kost Singgahsini Aquilas Tipe C Seturan Yogyakarta 43RHF41P","Putra","AC,Kasur, Meja,Lemari, Kursi","KM Dalm, Wastafel, Shower, Air Panas, Wifi, Ruang Makan, Parkir Mobil, Kartu Akses","Rp. 2.325.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,4 km dari UNY"
"Kost Singgahsini Putri Danish Tipe B Gejayan Yogyakarta 709SI","Putri","Kasur, Meja,Lemari, Kursi, Ventilasi","KM Luar, Wifi, Ruang Cuci, Ruan Tamu, Penjaga, Kulkas","Rp. 1.025.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,1  km dari UNY"
"Kost Singgahsini Cozy Sawitsari 6 Tipe E Condongcatur Yogyakarta C71Y15NW","Putra","AC, Kasur, Bantal","KM Dalam, Air Panas","Rp. 1.950.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2 km dari UGM"
"Kost Pelangi Exclusive Tipe B Depok Sleman 5GY0Z47M","Campur","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Wastafel, Shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Laundry, Raung Jemur, Parkir Motor, Dapur, Dispenser","Rp. 1.950.000/bulan","5.0","5.0","5.0","3.8","5.0","3.8","4.6","926 m dari Akademi Keperawatan"
"Kost Griya Jagadhita Caturtunggal Depok Sleman Yogyakarta 695GJ","Putra","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Kulkas, Shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Laundry, Ruang Jemur, Parkir Mobil","Rp. 1.800.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","4.6","2,6 km dari UGM"
"Kost Griya Milenia 1 Tipe Executive Depok Sleman 067DA","Putri","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Kulkas, Shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Laundry, Ruang Jemur, Parkir Mobil","Rp. 2.500.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,5 km dari UGM"
"Kost Rafilah Alma Tipe A Depok Sleman 315JW","Putri","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Kulkas, Shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Laundry, Ruang Jemur, Parkir Mobil","Rp. 1.500.000/bulan","5.0","5.0","5.0","4.0","4.0","4.0","4.5","1,1 km dari UNY"
"Kost Griya Milenia 1 Tipe VIP Caturtunggal Depok Sleman 523YD","Putri","AC,Kasur, Meja,Lemari, Dispenser, TV","KM Dalam, Kulkas, Shower, Air Panas, Wifi, Ruang Cuci, Ruang Tamu, Laundry, Ruang Jemur, Parkir Mobil","Rp. 2.950.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,5 km dari UGM"
"Kost Singgahsini Pandega Padma Tipe B Yogyakarta J59SHA60","Putri","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Shower, Air Panas, Wifi, Ruang Tamu, Penjaga, Ruang Makan, Dapur","Rp. 1.885.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2 km dari UGM"
"Kost Singgahsini Putri Danish Tipe B Gejayan Yogyakarta 709SI","Putri","Kasur, Meja,Lemari, Kursi, Ventilasi","KM Luar, ShowerWifi, Kulkas, Listrik, Ruang Tamu, Ruang Cuci, Penjaga, Listrik","Rp. 1.025.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,1 km dari UNY"
"Kost Singgahsini Felysia Condongcatur Yogyakarta 744ZM","Campur","AC,Kasur, Meja,Lemari, Kursi, TV","KM Dalam, Wifi, Penjaga, Parkir Motor","Rp. 1.675.000/bulan","4.9","4.7","4.7","4.6","4.8","4.4","4.6","2,2 km dari UAY"
"Kost Singgahsini Cozy Sawitsari 6 Tipe E Condongcatur Yogyakarta C71Y15NW","Putra","AC, Kasur, Bantal","KM Dalam, Air Panas, Ruang Tamu, Dapur, Parkir Mobil","Rp. 1.950.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2 km dari UGM"
"Kost Singgahsini Tapak Dara Tipe B Deresan Yogyakarta 378296ST","Putra","Kasur, Meja,Lemari, Kursi, Ventilasi","KM Dalam, shower, Wifi, Ruang Tamu, Ruang Makan, Dapur, Listrik, Parkir Motor","Rp. 1.925.000/bulan","4.8","4.8","4.8","4.3","4.8","4.7","4.8","1,1 km dari UNY"
"Kost Singgahsini Gang Bali Tipe A Jalan Kaliurang Yogyakarta 316849SG","Putra","Kasur, Meja,Lemari, Kursi, Ventilasi","KM Dalam, Wastafel, shower, Air Panas, Wifi, Ruang Cuci, Ruang Jemur, Dapur, Parkir Mobil, Listrik","Rp. 1.925.000/bulan","4.7","4.9","5.0","4.7","4.9","4.8","4.9","2,2 km dari Akademi Maritim"
"Kost Singgahsini Omah Khiar Tipe C Karang Gayam Yogyakarta 962UM","Putri","Kasur, Meja, Lemari, Kursi","KM Dalam, shower,Wifi, Kulkas, Ruang Tamu, Ruang Jemur, Ruang Santai, Parkir Mobil, Listrik","Rp. 1.275.000/bulan","4.8","4.5","4.8","4.5","4.7","4.5","4.6","931 m dari UNY"
"Kost Singgahsini Putri Danish Tipe C Gejayan Yogyakarta 709SN","Putri","AC,Kasur, Meja,Lemari, Kursi, TV, Ventilasi","KM Luar, Shower, Wifi, Kulkas, Ruang Cuci, Ruang Tamu, Penjaga, Parkir Motor","Rp. 1.275.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,1 km dari UNY"
"Kost Bali Yuai Tipe A Denpasar Barat L3L42K5S","Campur","Ac, Kasur, Tv, Lemari Baju, Kipas Angin","Penjaga Kost, Tv , Balcon, Taman","Rp. 2.200.000/ bulan","2.7","3.1","5.0","3.9","3.1","3.5","3.5","826 m Sekolah Tinggi Ilmu Manajemen"
"Kost Bali Yuai Tipe B Denpasar Barat 91M9CHM5","Campur","Kasur, Tv, Lemari Baju, Kipas Angin","Balcon","Rp. 1.600.000/bulan","3.8","3.8","5.0","5.0","3.9","4.4","4.2","835 m Sekolah Tinggi Ilmu Manajemen"
"Kost Hartawan 1 Denpasar Barat X78N58KJ","Campur","Kasur, Ventilasi","Jemuran, Jual Makanan","Rp. 900.000/bulan","4.5","4.4","4.9","4.3","4.1","4.4","4.4","3,4 km Universitas Dwijendra"
"Kost Dumogi Rahayu 2 Tipe A Denpasar Selatan 25U6NX6P","Campur","Ac, Kasur, Meja, Lemari Baju, Ventilasi","Wifi, Penjaga Kost, Ruang cuci, Ruang Jemur, Ruang Santai","Rp. 1.600.000/bulan","5.0","5.0","5.0","4.8","4.8","5.0","4.9","2,4 km Universitas Pendidikan Nasional"
"Kost Ganandra Stay Denpasar Timur 526GS","Campur","Ac, Kasur, Meja , Tv, Lemari Baju","Wifi, Ruang Tamu, Penjaga Kost, Ruang Jemur, Ruang Santai","Rp. 2.200.000/bulan","4.0","4.3","4.8","3.3","3.8","3.8","4.0","4,5 km Universitas Hindu Indonesia"
"Kost MM Denpasar Barat 8TWX263R","Campur","Ac, Lemari Baju, Kasur, Ventilasi, Meja","Wifi, Penjaga Kost, Dapur, Dispenser, Balcon ","Rp. 1.660.000/bulan","4.0","5.0","5.0","5.0","4.0","4.0","4.5","3,0 km Universitas Mahasaraswati Denpasar"
"Kost Kami Tipe A Denpasar Selatan R8Q37Y8A","Campur","Ac, Kasur, Meja, Bantal, Ventilasi","Wifi, Penjaga Kost, Ruang Jemur, Balcon, Dapur","Rp. 1.300.000/bulan","2.3","3.0","4.2","3.0","3.0","3.5","3.1","1,9 km Universitas Pendidikan Nasional"
"Kost Pondok Indah Vvip Denpasar Barat 0X26XA2X","Putri","Ac, Kasur, Meja, Lemari Baju, Ventilasi","Wifi, Ruang Jemur, Jemuran, Dapur, Joglo","Rp. 1.400.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","3,3 km Sekolah Tinggi Sosial Ilmu Politik "
"Kost Strategis Renon Denpasar Selatan 819SR","Campur","Jendela, Dapur Pribadi","Balcon","Rp. 850.000/bulan","4.7","4.7","4.7","4.7","4.7","4.7","4.6","1,8 km Universitas Pendidikan Nasional"
"Kost Prime Renon Tipe Exclusive Denpasar Selatan 815GH","Campur","Ac, Kasur, Meja , Tv, Lemari Baju","Wifi, Penjaga Kost, Kulkas, Ruang Jemur, Dapur","Rp. 3.000.000/bulan","4.6","5.0","5.0","5.0","5.0","4.6","4.9","2.3 km Universitas Pendidikan Nasional"
"Kost Cozy23Stay Denpasar Selatan 397258CS","Campur","Ac, Kasur, Meja , Tv, Lemari Baju","Wifi, Kulkas, Ruang Tamu, Penjaga Kost, Ruang Jemur","Rp. 1.800.000/bulan","5.0","3.8","5.0","3.8","3.8","3.8","4.1","1,7 km Universitas Pendidikan Nasional"
"Kost Doge Studio Denpasar Selatan 794632DD","Campur","Ac, Kasur, Lemari Baju, Ventilasi, Cleaning Service","Wifi, Penjaga Kost, Ruang Jemur, Jual Makanan, Pengurus Kost","Rp. 2.000.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,1 km Universitas Pendidikan Nasional"
"Kost Juns Tipe Medium Denpasar Selatan 516724JP","Campur","Ventilasi, Jendela","Ruang Jemur, Dapur, Pengurus Kost, Cctv","Rp. 600.000/bulan","4.8","5.0","5.0","5.0","4.8","4.8","4.9","2,1 km Universitas Pendidikan Nasional"
"Kost The Orange Denpasar Selatan 943682TO","Campur","Ac, Kasur, Tv, Lemari Baju, Kulkas","Wifi, Ruang jemur, Taman","Rp. 2.000.000/bulan","5.0","4.0","5.0","5.0","5.0","3.0","4.5","2.9 km Universitas Pendidikan Nasional"
"Kost Yande Denpasar Timur 857YA","Campur","Ac, Kasur, Tv, Meja, Meja Rias","Wifi, Ruang Jemur, Dapur, Tv, Gazebo","Rp. 1.500.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","988 m Universitas Dwijendra"
"Kost Ina House 3 Tipe B Denpasar Selatan","Campur","Ac, Kasur, Meja, Dispenser, Tv","Wifi, Penjaga Kost, Cctv, Balcon","Rp. 1.900.000/bulan","3.5","3.0","4.0","3.0","3.0","3.5","3.4","2,4 km Universitas Pendidikan Nasional"
"Kost Amerta Tipe A Panjer Denpasar 575AM","Campur","Ac, Kasur, Meja, Lemari Baju, Kursi","Ruang Tamu, Ruang Baju","Rp. 1.700.000/bulan","5.0","5.0","5.0","3.8","5.0","3.8","4.6","316 m Universitas Pendidikan Nasional"
"Kost Candra Tipe B Denpasar Timur 87KCK9E1","Putri","Ac, Kasur, Meja, Lemari Baju, Ventilasi","Wifi, Penjaga Kost, Cctv, Jemuran, Pengurus Kost","Rp. 1.500.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1,1 km Universitas Dwijendra"
"Kost Tukad Irawadi Denpasar Selatan 5575GEGV","Putri","Kasur, Meja, Lemari Baju, Dapur Pribadi, Jendela","Kulkas, Ruang Jemur, Ruang Santai, Dapur, Balcon","Rp. 650.000/bulan","5.0","5.0","5.0","","5.0","4.0","4.9","1,4 km Universitas Pendidikan Nasional"
"Kost Musi Denpasar Timur Bali 098ABZ6H","Campur","Ac, Kasur, Tv, Lemari Baju, Kulkas","Kulkas, Laundry, Tv, Balcon","Rp. 1.700.000/bulan","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2,3 km Universitas Pendidikan Nasional"
"Kost Kujang 11A Tipe A Denpasar Selatan BRM3J944","Campur","Jendela","Wifi, Penjaga Kost, Ruang Santai, Pengurus Kost","Rp. 750.000/bulan","5.0","5.0","5.0","5.0","3.0","3.0","4.4","2,3 km Universitas Dwijendra"
